#Hydration free energy datbase v0.52, 6/11/17.
#Semicolon-delimited text file with fields in the following format:
# compound id (and file prefix); SMILES; iupac name (or alternative if IUPAC is unavailable or not parseable by OEChem); experimental value (kcal/mol); experimental uncertainty (kcal/mol); Mobley group calculated value (GAFF) (kcal/mol); calculated uncertainty (kcal/mol); experimental reference (original or paper this value was taken from); calculated reference; text notes.
mobley_1017962; CCCCCC(=O)OC; methyl hexanoate; -2.49; 0.60; -3.30; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8785107; C[C@H]1CC[C@@H](O1)C; 2,5-dimethyltetrahydrofuran; -2.92; 0.60; -1.79; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Renamed mobley_8785107 from 2,5-dimethyltetrahydrofuran to (2S,5S)-2,5-dimethyltetrahydrofuran (the name from the 3D structure) since the former did not completely specify stereochemistry.  
mobley_8789465; c1ccc(c(c1)O)I; 2-iodophenol; -6.20; 0.60; -3.22; 0.04; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8789864; COC(CC#N)(OC)OC; 3,3,3-trimethoxypropanenitrile; -6.40; 0.60; -5.86; 0.03; 10.1139/v80-201; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8798016; c1cnccc1C=O; pyridine-4-carbaldehyde; -7.00; 0.60; -7.34; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8809190; CCCCc1ccccc1; butylbenzene; -0.40; 0.60; -0.23; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8809274; c1ccc(cc1)C(F)(F)F; trifluoromethylbenzene; -0.25; 0.60; -0.57; 0.03; 10.1039/P29940001777; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8823527; c1cc(c(cc1Cl)c2cc(c(c(c2)Cl)Cl)Cl)Cl; 1,2,3-trichloro-5-(2,5-dichlorophenyl)benzene; -3.61; 0.13; -0.92; 0.04; 10.1007/s10822-012-9568-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8827942; c1ccc2c(c1)Oc3c(cc(c(c3O2)Cl)Cl)Cl; 1,2,4-trichlorodibenzo-p-dioxin; -4.05; 0.10; -3.16; 0.04; 10.1007/s10822-012-9568-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8861672; Cc1ccnc(c1)C; 2,4-dimethylpyridine; -4.86; 0.60; -3.28; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8882696; C1CCOC1; tetrahydrofuran; -3.47; 0.60; -2.20; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8883511; Cc1ccccc1C=O; 2-methylbenzaldehyde; -3.93; 0.10; -4.55; 0.03; SAMPL4_Guthrie; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8885088; C1CC=CC1; cyclopentene; 0.56; 0.60; 1.23; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8899867; C1CCC(C1)O; cyclopentanol; -5.49; 0.60; -4.29; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8916409; CCOC(=O)C[C@H](C(=O)OCC)SP(=S)(OC)OC; diethyl (2R)-2-dimethoxyphosphinothioylsulfanylbutanedioate; -8.15; 0.21; -11.19; 0.06; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from malathion to diethyl (2R)-2-dimethoxyphosphinothioylsulfanylbutanedioate for better handling/standardization.  
mobley_8966374; Cc1cnccn1; 2-methylpyrazine; -5.51; 0.60; -6.16; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_8983100; CBr; bromomethane; -0.82; 0.60; 0.46; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_900088; CC(=C)C(=C)C; 2,3-dimethylbuta-1,3-diene; 0.40; 0.60; 1.86; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9007496; CNC(=O)Oc1cccc2c1cccc2; naphthalen-1-yl N-methylcarbamate; -9.45; 0.10; -10.44; 0.04; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from carbaryl to naphthalen-1-yl N-methylcarbamate for better handling/standardization.  
mobley_9015240; CCCCCCCCBr; 1-bromooctane; 0.52; 0.60; 1.35; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9028462; COC(=O)C(F)(F)F; methyl 2,2,2-trifluoroacetate; -1.10; 0.60; -1.35; 0.02; 10.1139/v76-032; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_902954; CCCCO[N+](=O)[O-]; butyl nitrate; -2.09; 0.10; -1.94; 0.03; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9029594; CF; fluoromethane; -0.22; 0.60; 0.88; 0.01; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9055303; C; methane; 2.00; 0.20; 2.45; 0.01; 10.1039/P29900000291; 10.1021/acs.jced.7b00104; Experimental uncertainty as suggested by 10.1039/P29900000291 -- 0.2 kcal/mol.  
mobley_9073553; CSC; methylsulfanylmethane; -1.61; 0.60; 0.44; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9100956; CC1CCCCC1; methylcyclohexane; 1.70; 0.60; 1.68; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9112978; CC/C=C\C; pent-2-ene; 1.31; 0.60; 2.37; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Renamed mobley_9112978 from pent-2-ene to (Z)-pent-2-ene (the name from the 3D structure) since the former did not completely specify stereochemistry.  
mobley_9114381; COC(=O)CC#N; methyl 2-cyanoacetate; -6.72; 0.60; -6.36; 0.03; 10.1139/v80-201; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9121449; CCC#C; but-1-yne; -0.16; 0.60; 0.28; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9139060; CC1CCC(CC1)C; 1,4-dimethylcyclohexane; 2.11; 0.60; 1.92; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9185328; CCCN; propan-1-amine; -4.39; 0.60; -3.05; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9197172; CCCCCCC=C; oct-1-ene; 1.92; 0.60; 2.90; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9201263; COS(=O)(=O)C; methyl methanesulfonate; -4.87; 0.60; -8.82; 0.03; 10.1139/v98-084; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9209581; CN(C)C; N,N-dimethylmethanamine; -3.20; 0.60; -2.64; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9246215; C=CCC=C; penta-1,4-diene; 0.93; 0.60; 2.36; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9246351; C(Br)Br; dibromomethane; -1.96; 0.60; -0.41; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9257453; c1cc(c(cc1O)Cl)Cl; 3,4-dichlorophenol; -7.29; 0.10; -5.14; 0.03; SAMPL4_Guthrie; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9281946; CCOP(=S)(OCC)Oc1ccc(cc1)[N+](=O)[O-]; diethoxy-(4-nitrophenoxy)-thioxo-$l^{5}-phosphane; -6.74; 0.10; -9.21; 0.04; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from parathion to diethoxy-(4-nitrophenoxy)-thioxo-$l^{5}-phosphane for better handling/standardization.  
mobley_929676; CCCCCCBr; 1-bromohexane; 0.18; 0.60; 1.08; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9407874; CCCCCCC(=O)C; octan-2-one; -2.88; 0.60; -2.76; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9414831; Cc1cccc2c1cccc2; 1-methylnaphthalene; -2.44; 0.60; -3.21; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9434451; CC(C)Br; 2-bromopropane; -0.48; 0.60; 0.45; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9460824; CCOP(=S)(OCC)SCSCC; diethoxy-(ethylsulfanylmethylsulfanyl)-thioxo-$l^{5}-phosphane; -4.37; 0.10; -6.43; 0.05; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from phorate to diethoxy-(ethylsulfanylmethylsulfanyl)-thioxo-$l^{5}-phosphane for better handling/standardization.  
mobley_9478823; Cc1ccccc1C; o-xylene; -0.90; 0.60; -0.85; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9507933; Cc1ccc(nc1)C; 2,5-dimethylpyridine; -4.72; 0.60; -3.17; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9510785; c1ccc(cc1)c2cc(c(c(c2Cl)Cl)Cl)Cl; 1,2,3,4-tetrachloro-5-phenyl-benzene; -3.48; 1.00; -1.31; 0.04; 10.1007/s10822-012-9568-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_951560; C1CNCCN1; piperazine; -7.40; 0.60; -8.48; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9534740; C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O; (2R,3R,4S,5S,6R)-6-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol; -25.47; 0.22; -18.09; 0.07; 10.1007/s10822-010-9350-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from d-glucose to (2R,3R,4S,5S,6R)-6-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol for better handling/standardization.  
mobley_9557440; c1c(c(=O)[nH]c(=O)[nH]1)Cl; 5-chlorouracil; -17.74; 0.78; -16.61; 0.03; 10.1007/s10822-010-9350-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9565165; c1ccc-2c(c1)Cc3c2cccc3; 9H-fluorene; -3.35; 0.60; -4.27; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9571888; C1[C@@H]2[C@H](COS(=O)O1)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl; endosulfan alpha; -4.23; 0.26; -9.79; 0.04; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9617923; CCCCCCCCC(=O)C; decan-2-one; -2.34; 0.60; -2.57; 0.04; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9624458; C(CCl)CCl; 1,3-dichloropropane; -1.89; 0.60; -0.42; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9626434; CCOCCO; 2-ethoxyethanol; -6.69; 0.60; -4.41; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9653690; CC1=CC[C@H](C[C@@H]1O)C(=C)C; (1S,5R)-2-methyl-5-(1-methylethenyl)-2-cyclohexen-1-ol; -4.44; 0.43; -3.26; 0.04; SAMPL4_Guthrie; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_967099; CC(C)[N+](=O)[O-]; 2-nitropropane; -3.13; 0.60; -1.74; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9671033; CCC[N+](=O)[O-]; 1-nitropropane; -3.34; 0.60; -1.63; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9705941; Cc1cccs1; 2-methylthiophene; -1.38; 0.60; -0.30; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9717937; c1ccc(cc1)c2ccccc2Cl; 1-chloro-2-phenyl-benzene; -2.69; 0.10; -2.51; 0.03; 10.1007/s10822-012-9568-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9729792; C1C=CC=CC=C1; cyclohepta-1,3,5-triene; -0.99; 0.60; -0.10; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9733743; CCCCN; butan-1-amine; -4.24; 0.60; -2.96; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9740891; c1cc(c(c(c1)Cl)C#N)Cl; dichlobenil; -4.71; 1.93; -3.32; 0.03; 10.1021/jp806724u; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9741965; C[C@@H](CCO[N+](=O)[O-])O[N+](=O)[O-]; 1,3-bis-(nitrooxy)butane; -4.29; 0.39; -4.94; 0.02; SAMPL4_Guthrie; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9794857; CC(C)(C)OC; 2-methoxy-2-methyl-propane; -2.21; 0.60; -0.69; 0.03; 10.1139/v91-2; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9821936; c12c(c(c(c(c1Cl)Cl)Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2; 1,2,3,4,6,7,8,9-octachlorodibenzo-p-dioxin; -4.53; 1.00; -1.15; 0.04; 10.1007/s10822-012-9568-8; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9838013; CCC(C)(C)O; 2-methylbutan-2-ol; -4.43; 0.60; -2.93; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9883303; CCC[C@H](C)CC; 3-methylhexane; 2.71; 0.60; 2.81; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Renamed mobley_9883303 from 3-methylhexane to (3R)-3-methylhexane (the name from the 3D structure) since the former did not completely specify stereochemistry.  
mobley_9897248; CC(=CCC/C(=C\CO)/C)C; (2Z)-3,7-dimethylocta-2,6-dien-1-ol; -4.78; 0.25; -2.60; 0.04; SAMPL4_Guthrie; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  Former IUPAC name Nerol replaced with one generated from the 3D structure, (2Z)-3,7-dimethylocta-2,6-dien-1-ol  
mobley_9913368; C(=C/Cl)\Cl; (E)-1,2-dichloroethylene; -0.78; 0.60; 1.02; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Renamed mobley_9913368 from (E)-1,2-dichloroethylene to (E)-1,2-dichloroethylene (the name from the 3D structure) since the former did not completely specify stereochemistry.  
mobley_9942801; CCc1ccc(cc1)C; 1-ethyl-4-methyl-benzene; -0.95; 0.60; -0.57; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_994483; CCBr; bromoethane; -0.74; 0.60; 0.49; 0.02; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9974966; CC(C)SC(C)C; 2-isopropylsulfanylpropane; -1.21; 0.60; 0.14; 0.03; 10.1021/ct050097l; 10.1021/acs.jced.7b00104; Experimental uncertainty not presently available, so assigned a default value.  
mobley_9979854; C[C@H](C(F)(F)F)O; 111-trifluoropropan-2-ol; -4.20; 0.20; -3.49; 0.03; 10.1039/P29900000291; 10.1021/acs.jced.7b00104; Renamed mobley_9979854 from 1,1,1-trifluoropropan-2-ol to (2R)-1,1,1-trifluoropropan-2-ol (the name from the 3D structure) since the former did not completely specify stereochemistry.  
